"id","subject","topic","question","option_a","option_b","option_c","option_d","correct_answer","explanation","year","difficulty","exam_type","tags","status","passage_id","passage_text"
"21","English","Lexis and Structure","Choose the word nearest in meaning to: The manager's decision was completely ARBITRARY.","Based on careful reasoning","Based on random choice rather than reason","Approved by everyone","Illegal","B","Arbitrary describes a decision made randomly or on personal whim rather than reason or system","","Medium","Practice","synonyms","published","",""
"22","English","Lexis and Structure","Choose the word nearest in meaning to: The witness gave a CANDID account of events.","Dishonest","Honest and straightforward","Confusing","Very short","B","Candid means being truthful and straightforward, without holding back","","Medium","Practice","synonyms","published","",""
"23","English","Lexis and Structure","Choose the word most nearly OPPOSITE in meaning to: The politician's remarks were considered CANDID.","Honest","Deceptive","Brief","Loud","B","The opposite of candid, which means honest and open, is deceptive or evasive","","Medium","Practice","antonyms","published","",""
"24","English","Lexis and Structure","Choose the word most nearly OPPOSITE in meaning to: The evidence presented was CONCLUSIVE.","Definite","Inconclusive","Strong","Clear","B","Conclusive means providing a definite answer, so its opposite is inconclusive","","Medium","Practice","antonyms","published","",""
"25","English","Lexis and Structure","Choose the word most nearly OPPOSITE in meaning to: The old man was known for his GENEROSITY.","Kindness","Stinginess","Wealth","Patience","B","Generosity means being willing to give freely, so its opposite is stinginess","","Medium","Practice","antonyms","published","",""
"26","English","Lexis and Structure","Choose the word most nearly OPPOSITE in meaning to: The instructions were surprisingly AMBIGUOUS.","Confusing","Clear","Lengthy","Formal","B","Ambiguous means open to more than one interpretation, so its opposite is clear","","Medium","Practice","antonyms","published","",""
"27","English","Lexis and Structure","Choose the option that best completes the sentence: Neither the teacher nor the students ___ aware of the change in schedule.","was","were","is","being","B","When 'neither...nor' joins a singular and plural subject, the verb agrees with the nearer subject, here 'students', requiring 'were'","","Medium","Practice","concord","published","",""
"28","English","Lexis and Structure","Choose the option that best completes the sentence: By the time the announcement was made, the students ___ already left the hall.","have","has","had","having","C","The past perfect tense 'had already left' is required to show an action completed before another past action","","Medium","Practice","tenses","published","",""
"29","English","Lexis and Structure","Choose the correct preposition to complete the sentence: The company is known ___ its excellent customer service.","of","for","with","at","B","The correct idiomatic preposition after 'known' when referring to reputation is 'for'","","Medium","Practice","prepositions","published","",""
"30","English","Lexis and Structure","Choose the correct preposition to complete the sentence: She was accused ___ stealing from the company.","of","for","with","about","A","The correct preposition following 'accused' is 'of', as in 'accused of a crime'","","Medium","Practice","prepositions","published","",""
"31","English","Lexis and Structure","Choose the option that best completes the sentence: If I ___ known about the meeting, I would have attended.","have","had","has","having","B","The third conditional requires the past perfect 'had known' paired with 'would have attended'","","Medium","Practice","conditionals","published","",""
"32","English","Lexis and Structure","Which of the following sentences is grammatically correct?","Each of the students have submitted their assignment","Each of the students has submitted their assignment","Each of the student have submit their assignment","Each of the students submitting their assignment","B","'Each' takes a singular verb, making 'has submitted' the grammatically correct form","","Medium","Practice","concord","published","",""
"33","English","Lexis and Structure","Choose the option that best completes the sentence: The report, along with the supporting documents, ___ due tomorrow.","are","is","were","being","B","When a phrase like 'along with' follows the subject, the verb still agrees with the singular subject 'report', requiring 'is'","","Medium","Practice","concord","published","",""
"34","English","Lexis and Structure","Choose the correctly punctuated sentence.","Its a beautiful day outside","It's a beautiful day outside","Its' a beautiful day outside","Its a beautiful day, outside","B","The contraction 'it's' meaning 'it is' requires an apostrophe, making this option correctly punctuated","","Medium","Practice","punctuation","published","",""
"35","English","Lexis and Structure","Choose the option that best completes the sentence: The two brothers have been quarreling ___ themselves since childhood.","between","among","with","against","B","'Among themselves' is the idiomatic expression used when referring to more than two people or a mutual group, though here 'among' is accepted idiomatically with 'brothers' as a set","","Medium","Practice","prepositions","published","",""
"36","English","Lexis and Structure","Choose the option that best completes the sentence: Hardly ___ the meeting begun when the fire alarm went off.","had","has","did","have","A","'Hardly had...when' is a fixed inverted structure using the past perfect tense to describe two closely sequenced past events","","Medium","Practice","inversion","published","",""
